one_hot__agent_tone_angry,one_hot__agent_tone_calm,one_hot__agent_tone_frustrated,one_hot__agent_tone_neutral,one_hot__agent_tone_polite,one_hot__customer_tone_angry,one_hot__customer_tone_calm,one_hot__customer_tone_frustrated,one_hot__customer_tone_neutral,one_hot__customer_tone_polite,remainder__call_duration,remainder__average_sentiment,remainder__elite_level_code,predicted_primary_call_reason
0,0,0,1,0,0,0,1,0,0,2340,-0.19,2,Mileage_Plus
0,0,1,0,0,1,0,0,0,0,600,-0.28,0,Irrops
0,1,0,0,0,0,0,0,0,1,720,0.12,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,480,0.18,0,Irrops
0,0,0,1,0,0,0,0,0,1,3180,0.01,5,Mileage_Plus
0,1,0,0,0,1,0,0,0,0,720,0.06,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,2280,-0.07,2,Communications
0,0,0,1,0,0,1,0,0,0,900,-0.24,0,Seating
0,0,0,1,0,0,0,0,1,0,480,-0.06,1,Irrops
0,0,0,1,0,0,1,0,0,0,900,-0.03,0,Voluntary_Change
0,0,1,0,0,0,0,0,1,0,420,-0.26,0,Communications
0,0,0,1,0,0,0,0,1,0,1440,-0.15,0,Seating
0,1,0,0,0,0,0,0,1,0,360,0.13,0,Booking
0,1,0,0,0,0,0,1,0,0,1200,0.09,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,780,0.07,1,Seating
0,1,0,0,0,1,0,0,0,0,540,0.04,3,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,1020,-0.14,0,Irrops
0,0,0,1,0,1,0,0,0,0,660,-0.13,0,Upgrade
0,0,0,1,0,0,0,0,0,1,7140,0.05,0,Post_Flight
0,0,0,1,0,0,0,1,0,0,1200,-0.14,1,Irrops
0,0,1,0,0,0,1,0,0,0,1020,-0.31,0,Irrops
0,0,0,1,0,0,0,0,1,0,1800,-0.04,0,Irrops
0,1,0,0,0,0,1,0,0,0,240,0.05,0,Booking
0,0,0,1,0,0,0,0,1,0,420,0,1,Communications
0,1,0,0,0,0,1,0,0,0,480,0.11,0,Irrops
0,0,0,1,0,0,0,1,0,0,600,-0.03,0,Irrops
0,0,0,1,0,0,0,1,0,0,600,-0.09,0,Voluntary_Change
0,0,1,0,0,0,1,0,0,0,540,-0.32,0,Irrops
0,0,0,1,0,0,0,0,0,1,1440,0.06,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,780,0.03,0,Seating
0,1,0,0,0,0,0,0,1,0,960,0.03,0,Irrops
0,1,0,0,0,1,0,0,0,0,1380,0.27,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,300,0.29,2,Products_And_Services
0,1,0,0,0,0,0,0,0,1,600,0.09,0,Baggage
0,1,0,0,0,1,0,0,0,0,1080,0.04,0,Seating
0,0,0,1,0,0,0,0,1,0,780,-0.1,5,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,360,0,0,Booking
0,1,0,0,0,0,0,1,0,0,1320,0.16,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,1020,0.07,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,2640,-0.09,1,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,480,0.07,0,Upgrade
0,0,0,1,0,0,0,0,0,1,660,0.23,3,Irrops
0,0,0,1,0,0,0,1,0,0,660,-0.08,0,Irrops
0,0,0,1,0,0,0,0,0,1,1500,0,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,660,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,660,0.05,5,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,2580,0.01,3,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,1140,-0.07,2,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,900,-0.02,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,780,0.03,0,Irrops
0,1,0,0,0,0,0,0,0,1,480,0.24,1,Baggage
0,0,0,1,0,0,0,0,1,0,360,0,0,Booking
0,0,0,1,0,0,1,0,0,0,600,-0.14,0,Upgrade
0,1,0,0,0,1,0,0,0,0,840,0.21,3,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,360,0.17,0,Booking
0,1,0,0,0,0,0,1,0,0,600,0.15,0,Digital_Support
0,0,0,1,0,0,0,0,1,0,960,-0.09,1,Irrops
0,0,0,1,0,0,0,1,0,0,1140,0,3,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,840,-0.05,0,Seating
1,0,0,0,0,0,1,0,0,0,660,-0.58,2,Irrops
0,1,0,0,0,0,0,0,1,0,2280,0.22,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,360,0.21,0,Schedule_Change
0,0,0,1,0,0,0,0,0,1,2160,0.03,2,Upgrade
0,0,0,1,0,0,1,0,0,0,600,-0.05,0,Irrops
0,0,0,1,0,0,0,1,0,0,360,0,0,Booking
0,0,0,1,0,1,0,0,0,0,720,-0.09,0,Irrops
0,0,0,1,0,0,0,1,0,0,720,-0.07,2,Seating
0,0,0,1,0,0,0,0,1,0,900,-0.01,1,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,2520,0.03,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,960,0.14,1,Check_In
0,0,0,1,0,0,1,0,0,0,1380,-0.07,0,Communications
0,1,0,0,0,0,0,0,1,0,1140,0.06,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,600,0,0,Seating
0,1,0,0,0,0,0,0,1,0,720,0.36,0,Irrops
0,0,0,1,0,0,1,0,0,0,1500,-0.13,1,Irrops
0,0,1,0,0,0,0,0,0,1,540,0.33,0,Check_In
0,0,0,1,0,0,0,1,0,0,960,-0.02,2,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,1740,0,2,Seating
0,0,0,1,0,0,0,0,0,1,1800,0.23,2,Post_Flight
0,0,1,0,0,0,0,1,0,0,540,-0.32,0,Communications
0,0,0,1,0,1,0,0,0,0,1200,0,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1440,-0.03,0,Voluntary_Change
0,0,1,0,0,0,0,0,1,0,660,-0.28,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,720,-0.18,1,Etc
0,0,1,0,0,1,0,0,0,0,1380,-0.35,0,Post_Flight
0,0,0,1,0,0,0,1,0,0,1140,0,1,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1200,-0.01,1,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,1740,-0.09,0,Post_Flight
0,1,0,0,0,0,0,0,1,0,720,0.17,0,Seating
0,1,0,0,0,0,0,0,0,1,900,0.25,2,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,780,0.09,2,Voluntary_Cancel
0,0,0,1,0,0,0,0,1,0,1260,-0.03,3,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,540,0.03,0,Upgrade
0,0,0,1,0,1,0,0,0,0,540,0,0,Check_In
0,0,1,0,0,0,0,1,0,0,720,-0.33,1,Irrops
0,1,0,0,0,0,0,0,1,0,600,0.08,0,Irrops
0,0,1,0,0,1,0,0,0,0,660,-0.27,0,Irrops
0,0,0,1,0,1,0,0,0,0,540,-0.04,0,Irrops
0,1,0,0,0,0,0,0,0,1,840,0.04,0,Voluntary_Cancel
0,0,0,1,0,0,0,0,0,1,720,0.17,0,Irrops
0,1,0,0,0,0,0,0,0,1,780,0.2,1,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,960,-0.03,5,Mileage_Plus
0,1,0,0,0,0,0,0,0,1,900,0.05,3,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,4740,-0.02,5,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,1860,-0.03,3,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,540,0,2,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,660,0.09,2,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,480,0.11,0,Irrops
0,0,0,1,0,0,0,0,1,0,960,0,2,Post_Flight
0,0,0,1,0,0,0,1,0,0,2160,-0.07,2,Irrops
0,1,0,0,0,0,1,0,0,0,1020,0.04,3,Post_Flight
0,0,0,1,0,0,0,1,0,0,720,-0.25,0,Seating
0,0,0,1,0,0,0,1,0,0,2160,-0.11,2,Irrops
0,1,0,0,0,0,0,0,0,1,780,0.02,3,Mileage_Plus
0,0,0,1,0,0,0,0,0,1,480,0,3,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,720,-0.03,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,600,0,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1260,-0.17,0,Post_Flight
0,0,0,1,0,1,0,0,0,0,900,-0.21,0,Irrops
0,1,0,0,0,0,0,0,0,1,660,0.25,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,3180,0.01,0,Irrops
0,0,0,1,0,0,0,1,0,0,720,-0.07,1,Products_And_Services
0,0,0,1,0,0,0,0,0,1,1620,0.15,1,Post_Flight
0,0,0,1,0,0,1,0,0,0,840,-0.24,0,Irrops
0,1,0,0,0,0,0,0,0,1,540,0.03,2,Check_In
0,0,0,1,0,1,0,0,0,0,3840,-0.1,5,Mileage_Plus
0,1,0,0,0,0,0,1,0,0,1440,0.02,3,Irrops
0,1,0,0,0,0,1,0,0,0,1140,0.15,0,Irrops
0,0,0,1,0,0,1,0,0,0,600,0,3,Mileage_Plus
1,0,0,0,0,0,0,1,0,0,1740,-0.67,0,Irrops
0,0,1,0,0,0,0,0,0,1,600,0.4,0,Irrops
0,1,0,0,0,0,1,0,0,0,900,0.29,0,Communications
0,0,0,1,0,0,0,1,0,0,960,0,0,Products_And_Services
0,0,0,1,0,0,0,1,0,0,2520,-0.02,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,1860,0.14,1,Mileage_Plus
0,1,0,0,0,0,0,0,1,0,1140,0.05,0,Post_Flight
0,1,0,0,0,0,0,0,1,0,600,0.1,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,1200,-0.23,1,Irrops
0,0,0,1,0,0,0,1,0,0,900,-0.01,0,Digital_Support
0,0,0,1,0,1,0,0,0,0,600,0,0,Seating
0,1,0,0,0,1,0,0,0,0,1440,0.08,0,Seating
0,1,0,0,0,0,1,0,0,0,1260,0.01,3,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,900,-0.13,0,Irrops
0,0,0,1,0,0,0,0,1,0,1620,0,1,Irrops
0,1,0,0,0,0,1,0,0,0,660,0.08,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,660,0.03,0,Irrops
0,0,0,1,0,1,0,0,0,0,3180,-0.12,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,480,0,0,Irrops
0,0,0,1,0,1,0,0,0,0,720,-0.03,0,Seating
0,1,0,0,0,0,0,0,0,1,1200,0.18,1,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,780,-0.05,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,420,0,2,Communications
0,1,0,0,0,0,0,0,0,1,1620,0.03,1,Post_Flight
0,1,0,0,0,0,0,0,0,1,840,0.14,0,Baggage
0,1,0,0,0,1,0,0,0,0,1020,0.21,0,Check_In
0,1,0,0,0,0,1,0,0,0,1320,0.03,0,Products_And_Services
0,0,0,1,0,1,0,0,0,0,1500,-0.06,0,Upgrade
0,0,0,1,0,0,0,0,1,0,1320,-0.07,0,Irrops
0,0,0,1,0,0,0,0,0,1,1320,0.2,0,Irrops
0,0,0,1,0,1,0,0,0,0,1740,-0.23,0,Check_In
0,0,1,0,0,0,0,0,0,1,660,0.33,3,Seating
0,0,0,1,0,0,0,0,0,1,600,0.04,1,Communications
0,0,0,1,0,1,0,0,0,0,900,-0.08,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,1260,0.1,3,Post_Flight
0,1,0,0,0,0,0,0,1,0,360,0.13,0,Booking
0,0,0,1,0,0,0,0,0,1,840,0.08,2,Seating
0,1,0,0,0,1,0,0,0,0,840,0.29,1,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,780,0,0,Voluntary_Change
0,0,1,0,0,0,0,1,0,0,780,-0.37,2,Seating
0,1,0,0,0,0,0,0,1,0,960,0.07,0,Post_Flight
0,0,0,1,0,1,0,0,0,0,480,-0.18,0,Irrops
0,0,0,1,0,0,0,0,0,1,960,0.1,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,840,-0.04,1,Irrops
0,1,0,0,0,0,0,0,0,1,900,0.09,0,Traveler_Updates
0,0,0,1,0,0,0,0,1,0,600,-0.08,0,Other_Topics
0,0,0,1,0,0,0,1,0,0,600,0,0,Seating
0,0,0,1,0,0,0,0,0,1,660,0.2,0,Check_In
0,1,0,0,0,0,0,0,1,0,1320,0.08,0,Seating
0,1,0,0,0,0,0,0,1,0,1320,0.05,0,Traveler_Updates
0,0,0,1,0,0,1,0,0,0,840,-0.04,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,2100,-0.14,2,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,1620,-0.16,1,Irrops
0,1,0,0,0,0,1,0,0,0,540,0.25,0,Baggage
0,0,0,1,0,0,0,0,1,0,2880,-0.08,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,1440,0,0,Seating
0,0,0,1,0,0,0,1,0,0,900,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,960,-0.06,0,Post_Flight
0,0,0,1,0,1,0,0,0,0,600,-0.14,0,Irrops
0,0,0,1,0,0,0,0,0,1,780,0.09,1,Digital_Support
0,0,0,1,0,0,0,0,1,0,840,-0.13,1,Etc
0,1,0,0,0,0,0,0,0,1,660,0.05,0,Voluntary_Change
0,0,1,0,0,1,0,0,0,0,960,-0.31,1,Voluntary_Change
0,0,1,0,0,0,0,1,0,0,360,-0.27,0,Products_And_Services
0,1,0,0,0,0,0,0,1,0,780,0.03,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,900,-0.2,0,Seating
0,0,0,1,0,1,0,0,0,0,660,-0.03,0,Baggage
0,1,0,0,0,1,0,0,0,0,1200,0.08,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,1380,0.07,0,Mileage_Plus
0,1,0,0,0,0,1,0,0,0,720,0.35,0,Baggage
0,1,0,0,0,0,0,0,0,1,1380,0.22,1,Irrops
0,0,0,1,0,0,1,0,0,0,780,0,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,360,0.15,3,Products&Services
0,1,0,0,0,0,0,0,0,1,1140,0.1,0,Checkout
0,0,0,1,0,0,0,0,0,1,540,0.09,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,660,-0.04,1,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,900,-0.05,0,Irrops
0,1,0,0,0,0,0,0,0,1,1140,0.09,1,Communications
0,1,0,0,0,0,1,0,0,0,780,0.03,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,1080,0.05,0,Products_And_Services
0,0,0,1,0,0,1,0,0,0,360,-0.24,1,Communications
0,0,0,1,0,0,0,0,0,1,780,0,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,3180,-0.16,2,Post_Flight
0,1,0,0,0,1,0,0,0,0,2220,0.01,0,Seating
0,0,0,1,0,1,0,0,0,0,3000,-0.09,0,Irrops
0,1,0,0,0,0,1,0,0,0,1200,0.01,0,Irrops
0,0,0,1,0,0,0,1,0,0,600,-0.04,0,Irrops
0,0,0,1,0,0,0,0,1,0,1080,-0.11,3,Mileage_Plus
0,0,0,1,0,1,0,0,0,0,1740,-0.23,0,Check_In
0,0,0,1,0,0,0,1,0,0,1260,-0.06,1,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,2580,0.13,0,Irrops
0,1,0,0,0,0,0,0,1,0,840,0.03,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,660,0.17,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,1440,0.02,1,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,240,0,3,Products_And_Services
0,0,0,1,0,0,0,0,0,1,1380,0.04,1,Upgrade
0,0,0,1,0,0,0,1,0,0,1260,-0.1,0,Check_In
0,0,0,1,0,1,0,0,0,0,900,-0.15,1,Irrops
0,0,0,1,0,1,0,0,0,0,540,-0.17,0,Digital_Support
0,0,0,1,0,0,0,1,0,0,1680,-0.08,1,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,1080,-0.01,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,3300,0,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,900,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,420,0.08,3,Baggage
0,1,0,0,0,0,0,0,1,0,1440,0.03,0,Irrops
0,0,0,1,0,0,1,0,0,0,540,0,0,Irrops
0,1,0,0,0,0,0,1,0,0,1620,0.06,0,Seating
0,0,0,1,0,0,0,0,1,0,1740,-0.14,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,1260,-0.02,0,Irrops
0,0,0,1,0,0,0,0,1,0,1560,-0.08,1,Irrops
0,1,0,0,0,0,1,0,0,0,1140,0.03,0,Seating
0,1,0,0,0,0,0,0,0,1,840,0.04,0,Voluntary_Cancel
0,1,0,0,0,0,0,1,0,0,420,0.05,0,Booking
0,0,0,1,0,0,0,0,1,0,600,0,2,Seating
0,1,0,0,0,0,0,1,0,0,1200,0.11,2,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,300,0,0,Booking
0,1,0,0,0,0,1,0,0,0,660,0.09,0,Irrops
0,0,0,1,0,0,0,0,1,0,2460,-0.03,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,600,0,0,Seating
0,0,0,1,0,0,0,0,1,0,480,-0.03,0,Irrops
0,1,0,0,0,1,0,0,0,0,960,0.12,0,Products_And_Services
0,0,0,1,0,0,0,1,0,0,540,-0.09,0,Upgrade
0,0,0,1,0,0,0,1,0,0,960,-0.09,2,Post_Flight
0,1,0,0,0,1,0,0,0,0,1020,0.03,0,Checkout
0,0,1,0,0,0,0,1,0,0,780,-0.35,0,Irrops
0,1,0,0,0,0,0,0,0,1,1200,0.09,3,Post_Flight
0,0,0,1,0,0,1,0,0,0,1020,-0.13,0,Irrops
0,1,0,0,0,0,0,1,0,0,540,0.11,1,Communications
0,0,1,0,0,0,1,0,0,0,3060,-0.3,0,Post_Flight
0,0,0,1,0,0,0,0,0,1,1140,0.02,0,Irrops
0,1,0,0,0,1,0,0,0,0,1920,0.06,1,Voluntary_Cancel
0,0,0,1,0,0,0,1,0,0,960,-0.09,2,Post_Flight
0,0,0,1,0,0,0,0,0,1,600,0.14,3,Irrops
0,1,0,0,0,1,0,0,0,0,1080,0.03,5,Communications
0,0,0,1,0,0,0,1,0,0,900,-0.17,0,Checkout
0,1,0,0,0,0,1,0,0,0,300,0.14,1,Booking
0,0,0,1,0,0,1,0,0,0,1740,-0.18,0,Etc
0,1,0,0,0,0,0,0,0,1,840,0.04,0,Voluntary_Cancel
0,0,0,1,0,0,0,1,0,0,960,-0.21,0,Seating
0,0,0,1,0,0,1,0,0,0,840,0,1,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,600,0.17,1,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,360,0.07,2,Booking
0,1,0,0,0,0,0,0,0,1,780,0.06,3,Baggage
0,1,0,0,0,1,0,0,0,0,900,0.08,1,Traveler_Updates
0,1,0,0,0,0,1,0,0,0,2520,0.07,0,Upgrade
0,0,0,1,0,0,0,0,1,0,1620,-0.07,0,Seating
0,1,0,0,0,1,0,0,0,0,480,0.2,0,Upgrade
0,0,0,1,0,0,0,0,1,0,600,-0.15,0,Irrops
0,1,0,0,0,0,1,0,0,0,600,0.11,0,Upgrade
0,0,0,1,0,0,1,0,0,0,1260,-0.07,0,Irrops
0,0,0,1,0,1,0,0,0,0,840,-0.08,2,Post_Flight
0,0,0,1,0,1,0,0,0,0,1200,-0.12,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,240,0.09,2,Booking
0,1,0,0,0,0,0,1,0,0,1380,0.12,0,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,1020,-0.13,1,Irrops
0,0,0,1,0,0,0,0,0,1,780,0.05,2,Irrops
0,1,0,0,0,0,0,1,0,0,1320,0.03,2,Irrops
0,1,0,0,0,1,0,0,0,0,2160,0.1,0,Communications
0,1,0,0,0,1,0,0,0,0,660,0.24,1,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,2940,0.07,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,720,0,0,Seating
0,1,0,0,0,0,1,0,0,0,360,0.21,0,Schedule_Change
0,0,0,1,0,0,0,0,1,0,1680,-0.12,0,Products&Services
0,0,0,1,0,0,0,0,0,1,1200,0.11,2,Irrops
0,0,0,1,0,0,0,1,0,0,840,-0.06,0,Baggage
0,0,0,1,0,0,1,0,0,0,780,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,960,0,0,Seating
0,0,0,1,0,0,1,0,0,0,1020,-0.05,0,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,1080,0.06,0,Voluntary_Change
0,1,0,0,0,0,0,0,0,1,540,0.13,1,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,3540,0.08,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,900,0.14,0,Irrops
0,1,0,0,0,0,1,0,0,0,960,0.2,0,Post_Flight
0,0,0,1,0,0,0,1,0,0,840,-0.06,0,Baggage
0,0,0,1,0,0,0,0,0,1,780,0.07,3,Mileage_Plus
0,1,0,0,0,1,0,0,0,0,1080,0.15,0,Upgrade
0,1,0,0,0,0,0,0,0,1,780,0.08,3,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,1680,0.14,4,Mileage_Plus
0,1,0,0,0,0,1,0,0,0,2040,0.02,1,Irrops
0,0,0,1,0,1,0,0,0,0,1440,-0.02,2,Irrops
0,1,0,0,0,0,0,0,0,1,600,0.02,1,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,660,0,0,Irrops
0,0,0,1,0,0,0,0,1,0,960,-0.05,1,Etc
0,1,0,0,0,0,0,0,1,0,540,0.21,0,Booking
0,0,0,1,0,1,0,0,0,0,600,-0.18,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,1080,0.02,4,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,3000,-0.13,1,Communications
0,0,0,1,0,0,0,0,1,0,1200,-0.06,0,Irrops
0,1,0,0,0,0,0,0,1,0,840,0.13,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,1200,-0.14,2,Voluntary_Change
0,1,0,0,0,0,0,0,1,0,840,0.05,3,Seating
0,0,0,1,0,0,0,0,0,1,1140,0.12,0,Irrops
0,0,0,1,0,0,0,0,1,0,1500,-0.1,3,Seating
0,1,0,0,0,1,0,0,0,0,300,0.2,0,Booking
0,0,0,1,0,0,0,0,0,1,900,0.03,1,Digital_Support
0,0,0,1,0,0,0,0,1,0,420,-0.11,0,Upgrade
0,1,0,0,0,0,0,1,0,0,1920,0.05,3,Other_Topics
0,0,1,0,0,0,0,1,0,0,1320,-0.31,0,Post_Flight
0,1,0,0,0,0,0,1,0,0,1380,0.08,0,Communications
0,0,0,1,0,0,1,0,0,0,1080,-0.12,0,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,900,0,0,Voluntary_Change
0,1,0,0,0,0,0,1,0,0,960,0.02,1,Schedule_Change
0,1,0,0,0,0,0,1,0,0,600,0.07,1,Communications
0,1,0,0,0,0,0,0,1,0,1080,0.09,0,Irrops
0,1,0,0,0,1,0,0,0,0,1200,0.09,0,Seating
0,0,1,0,0,0,0,0,0,1,1260,0.28,0,Products_And_Services
0,0,0,1,0,0,0,1,0,0,780,-0.08,0,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,540,0.18,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,1260,0.05,3,Mileage_Plus
0,0,0,1,0,0,1,0,0,0,540,0,0,Irrops
0,0,0,1,0,0,0,0,1,0,780,-0.18,0,Irrops
0,0,0,1,0,0,0,0,1,0,1320,-0.08,0,Irrops
0,0,0,1,0,0,1,0,0,0,480,-0.04,0,Irrops
0,0,0,1,0,0,0,1,0,0,600,0,0,Seating
0,0,0,1,0,0,0,0,1,0,900,-0.06,0,Irrops
0,0,0,1,0,1,0,0,0,0,600,0,0,Seating
0,0,0,1,0,0,1,0,0,0,720,-0.25,3,Seating
0,0,0,1,0,0,1,0,0,0,540,-0.19,0,Digital_Support
0,0,0,1,0,0,1,0,0,0,600,-0.1,1,Irrops
0,0,0,1,0,0,1,0,0,0,1860,-0.06,0,Irrops
0,0,0,1,0,0,1,0,0,0,1260,-0.04,0,Irrops
0,0,0,1,0,0,0,0,1,0,1800,-0.03,5,Post_Flight
0,0,0,1,0,0,0,0,1,0,2340,-0.13,2,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,1200,0,0,Voluntary_Change
0,0,0,1,0,0,0,1,0,0,900,-0.04,1,Voluntary_Change
0,1,0,0,0,0,1,0,0,0,720,0.11,0,Baggage
0,0,0,1,0,0,0,0,0,1,600,0,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,660,0,1,Seating
0,1,0,0,0,0,0,1,0,0,780,0.03,2,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,4020,-0.03,0,Check_In
0,0,0,1,0,1,0,0,0,0,780,-0.02,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,780,0.08,0,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,780,-0.15,0,Irrops
0,0,0,1,0,0,1,0,0,0,1560,0,1,Irrops
0,0,0,1,0,0,0,0,0,1,840,0.04,0,Seating
0,0,0,1,0,0,0,0,0,1,1380,0.15,4,Irrops
1,0,0,0,0,0,0,0,1,0,420,-0.67,1,Booking
0,0,0,1,0,0,1,0,0,0,1920,-0.05,1,Communications
0,1,0,0,0,0,0,0,0,1,720,0.29,1,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,1440,-0.01,5,Booking
0,1,0,0,0,0,0,0,1,0,720,0.29,2,Post_Flight
0,0,0,1,0,0,1,0,0,0,1440,-0.17,2,Checkout
0,1,0,0,0,0,0,0,1,0,660,0.06,0,Mileage_Plus
0,0,0,1,0,0,0,1,0,0,600,-0.15,3,Mileage_Plus
0,1,0,0,0,0,0,0,1,0,720,0.13,0,Voluntary_Change
0,0,0,1,0,0,0,0,0,1,960,0.02,1,Irrops
0,0,0,1,0,0,1,0,0,0,1020,-0.03,3,Mileage_Plus
0,0,0,1,0,0,0,0,1,0,1560,-0.07,0,Communications
0,0,0,1,0,1,0,0,0,0,960,-0.09,3,Traveler_Updates
0,0,0,1,0,0,1,0,0,0,660,-0.18,0,Baggage
0,0,0,1,0,0,0,1,0,0,1080,-0.01,0,Upgrade
0,0,0,1,0,0,1,0,0,0,2220,0,1,Voluntary_Change
0,0,0,1,0,0,1,0,0,0,720,-0.01,0,Voluntary_Change
0,0,0,1,0,0,0,0,1,0,600,-0.13,3,Voluntary_Change
0,0,0,1,0,1,0,0,0,0,1680,-0.04,0,Irrops
0,0,0,1,0,0,0,0,0,1,420,0.12,0,Products&Services
0,1,0,0,0,1,0,0,0,0,1440,0.12,0,Seating
0,0,0,1,0,1,0,0,0,0,1800,0,0,Communications
0,0,0,1,0,1,0,0,0,0,1560,-0.15,2,Booking
0,0,0,1,0,1,0,0,0,0,1380,-0.02,0,Voluntary_Change
0,1,0,0,0,1,0,0,0,0,420,0.13,0,Irrops
0,1,0,0,0,0,0,0,1,0,540,0.11,2,Upgrade
0,1,0,0,0,0,0,0,1,0,1140,0.04,0,Upgrade
0,1,0,0,0,0,0,1,0,0,1740,0.09,0,Communications
