,call_id,agent_id,agent_tone,customer_tone,average_sentiment,silence_percent_average
14604,4795687217,537208,frustrated,polite,0.32,0.75
14605,5281249646,852493,neutral,neutral,-0.07,0.6
14606,1876462551,519294,calm,frustrated,0.16,0.01
14607,2112662425,965878,calm,angry,0.17,0.64
14608,3248148472,251287,neutral,frustrated,0.0,0.19
14609,8313672923,931734,calm,polite,0.04,0.34
14610,7855745262,213093,calm,calm,0.25,0.42
14611,9302555234,910145,neutral,angry,0.0,0.17
14612,643573353,181820,neutral,frustrated,-0.06,0.53
14613,4648480380,251287,neutral,neutral,-0.04,0.25
14614,1790582775,757349,neutral,polite,0.22,0.18
14615,2923124210,126555,calm,neutral,0.05,0.04
14616,4778395958,719115,neutral,frustrated,-0.1,0.13
14617,9717728625,309976,calm,neutral,0.05,0.04
14618,429178365,250675,calm,neutral,0.14,0.42
14619,2909964463,213093,neutral,angry,-0.08,0.32
14620,4846358785,757349,calm,calm,0.05,0.25
14621,6278849797,537208,calm,calm,0.08,0.43
14622,482941454,931734,calm,polite,0.01,0.28
14623,712159319,251287,neutral,calm,-0.14,0.41
14624,9647783543,901589,calm,angry,0.05,0.6
14625,7521157612,233571,neutral,frustrated,-0.01,0.35
14626,9622944179,347606,neutral,angry,-0.17,0.28
14627,7918431964,171021,neutral,angry,-0.17,0.33
14628,2068804079,542034,neutral,calm,0.0,0.15
14629,6761084983,757349,neutral,angry,0.0,0.08
14630,4831109419,719115,neutral,calm,-0.14,0.39
14631,2483620924,250675,calm,frustrated,0.11,0.39
14632,2216583146,519294,neutral,frustrated,-0.23,0.2
14633,3881844885,910145,neutral,calm,-0.05,0.1
14634,2203107625,544771,neutral,angry,-0.02,0.25
14635,4955024367,126555,calm,frustrated,0.13,0.28
14636,8620670258,309976,neutral,calm,0.0,0.53
14637,2727059056,937806,calm,neutral,0.06,0.11
14638,7054444259,860774,neutral,polite,0.1,0.13
14639,138512970,305039,calm,neutral,0.06,0.25
14640,6249028774,119952,neutral,frustrated,-0.07,0.33
14641,2203174099,757349,neutral,angry,0.0,0.2
14642,8181646707,901589,calm,polite,0.14,0.6
14643,4784755929,342345,calm,neutral,0.08,0.37
14644,745051567,641379,calm,neutral,0.18,0.1
14645,4320020395,181820,calm,angry,0.03,0.23
14646,5537088944,309976,calm,polite,0.02,0.17
14647,4161549155,519294,neutral,angry,-0.05,0.33
14648,5524979192,965878,frustrated,angry,-0.34,0.23
14649,3473005081,171021,neutral,neutral,-0.24,0.14
14650,8346942921,910145,neutral,polite,0.05,0.41
14651,1500703372,633922,calm,neutral,0.1,0.41
14652,8762045884,250675,neutral,frustrated,-0.02,0.59
14653,3469488147,544771,calm,polite,0.09,0.17
14654,6113242554,860774,calm,calm,0.14,0.24
14655,9679807813,309976,calm,calm,0.12,0.26
14656,559435494,357288,calm,polite,0.15,0.44
14657,8360496835,347606,neutral,polite,0.01,0.49
14658,6054234517,126555,neutral,frustrated,-0.07,0.0
14659,472693323,342345,neutral,neutral,-0.15,0.11
14660,6565791457,937806,neutral,angry,-0.12,0.1
14661,4574982918,119952,neutral,polite,0.22,0.5
14662,7081141969,342345,neutral,neutral,-0.08,0.02
14663,7005262697,418145,calm,angry,0.06,0.08
14664,1850695299,544771,neutral,frustrated,0.0,0.36
14665,7947281451,204674,neutral,neutral,-0.04,0.29
14666,8744630069,126555,neutral,frustrated,-0.07,0.1
14667,9389604126,305039,neutral,polite,0.0,0.34
14668,7753435184,641379,calm,angry,0.1,0.36
14669,8508260658,537208,neutral,angry,-0.21,0.71
14670,4093591354,901589,neutral,neutral,-0.03,0.44
14671,4704638408,204674,neutral,neutral,0.0,0.13
14672,9110189901,910145,neutral,neutral,-0.05,0.39
14673,8280867706,544771,calm,frustrated,0.15,0.6
14674,7444845857,213093,neutral,neutral,-0.17,0.64
14675,1039321765,342345,calm,frustrated,0.03,0.17
14676,3211195395,357288,neutral,polite,0.0,0.0
14677,2556070074,965878,neutral,frustrated,-0.12,0.26
14678,8016870379,357288,neutral,calm,0.0,0.05
14679,7287646419,309976,neutral,angry,0.0,0.19
14680,1591728538,418145,calm,frustrated,0.19,0.18
14681,8821520467,126555,neutral,polite,0.05,0.19
14682,8952338347,250675,neutral,angry,-0.04,0.32
14683,5462128934,204674,neutral,frustrated,-0.21,0.43
14684,8568922933,171021,calm,calm,0.2,0.45
14685,9646072680,233571,calm,neutral,0.03,0.21
14686,9072610399,910145,neutral,frustrated,-0.19,0.15
14687,908155893,594957,calm,calm,0.1,0.18
14688,8380539827,347606,neutral,frustrated,-0.05,0.11
14689,6366888269,594957,neutral,polite,0.09,0.2
14690,4360753993,347606,neutral,angry,-0.1,0.37
14691,6330400867,537208,neutral,frustrated,0.0,0.06
14692,488540716,181820,frustrated,polite,0.41,0.31
14693,8337610176,633922,neutral,calm,-0.09,0.78
14694,6548928233,719115,neutral,frustrated,-0.05,0.24
14695,3742950237,309976,neutral,polite,0.04,0.43
14696,7808000742,544771,neutral,calm,-0.24,0.04
14697,6659970559,204674,neutral,calm,0.0,0.0
14698,2049255498,852493,neutral,angry,0.0,0.58
14699,1411864154,519294,neutral,polite,0.0,0.0
14700,4032814699,204674,calm,frustrated,0.05,0.27
14701,5191130473,126555,calm,calm,0.08,0.24
14702,7249244784,537208,neutral,frustrated,-0.12,0.12
14703,219495894,213093,neutral,polite,0.25,0.38
14704,3713172912,901589,neutral,neutral,-0.04,0.43
14705,7605026070,852493,neutral,calm,-0.06,0.22
14706,5075673351,719115,neutral,calm,-0.24,0.09
14707,1695317153,519294,frustrated,angry,-0.38,0.69
14708,1477837316,910145,neutral,polite,0.17,0.04
14709,6792205453,537208,neutral,calm,-0.16,0.01
14710,8188515417,965878,frustrated,polite,0.27,0.28
14711,2574420544,171021,frustrated,frustrated,-0.27,0.27
14712,3289006254,213093,calm,polite,0.33,0.16
14713,7782204379,126555,calm,polite,0.15,0.32
14714,1492262612,719115,calm,frustrated,0.16,0.42
14715,4114824814,544771,neutral,neutral,-0.16,0.27
14716,9660137627,347606,neutral,calm,0.0,0.19
14717,2328346070,519294,calm,frustrated,0.15,0.9
14718,15461150,594957,frustrated,frustrated,-0.29,0.1
14719,1715172255,213093,neutral,angry,-0.24,0.57
14720,155493569,965878,neutral,calm,-0.01,0.12
14721,7134786615,594957,neutral,frustrated,-0.03,0.47
14722,9615942456,347606,neutral,calm,-0.13,0.58
14723,5458674406,901589,calm,calm,0.13,0.37
14724,5929704052,233571,calm,neutral,0.04,0.58
14725,6137637581,126555,neutral,angry,-0.04,0.31
14726,2190051468,537208,calm,calm,0.07,0.05
14727,7810877971,181820,neutral,frustrated,-0.07,0.37
14728,6242868268,250675,neutral,polite,0.22,0.53
14729,5967118048,633922,neutral,neutral,-0.03,0.34
14730,5477191716,910145,neutral,angry,-0.07,0.12
14731,9443517891,937806,neutral,neutral,-0.15,0.22
14732,4905215442,860774,neutral,frustrated,-0.13,0.38
14733,4726411688,305039,neutral,angry,-0.15,0.54
14734,9502304975,119952,neutral,frustrated,-0.17,0.56
14735,5398368265,347606,neutral,neutral,0.0,0.27
14736,4526661392,213093,neutral,frustrated,-0.05,0.32
14738,8330039571,910145,neutral,calm,-0.22,0.12
14739,7794573023,544771,neutral,angry,0.0,0.58
14740,2094222499,937806,neutral,neutral,-0.08,0.45
14741,3001624066,965878,neutral,frustrated,-0.06,0.44
14742,9554711670,901589,neutral,polite,0.21,0.14
14743,8588685995,347606,neutral,calm,-0.09,0.14
14744,4207936277,204674,calm,frustrated,0.15,0.31
14745,7442018958,852493,calm,polite,0.04,0.62
14746,4196560004,171021,calm,neutral,0.09,0.24
14747,2126144701,633922,frustrated,calm,-0.36,0.42
14748,7292996930,126555,neutral,angry,-0.08,0.63
14749,3612533208,719115,calm,frustrated,0.01,0.45
14750,5045383063,309976,neutral,frustrated,-0.01,0.52
14751,8820371066,537208,calm,angry,0.13,0.31
14752,5977667932,250675,calm,polite,0.06,0.65
14753,3452083840,213093,neutral,polite,0.16,0.5
14754,1614279556,910145,neutral,neutral,-0.02,0.38
14755,7350871898,860774,calm,calm,0.04,0.18
14756,8885973696,305039,neutral,frustrated,-0.03,0.09
14757,7449991562,119952,neutral,frustrated,-0.08,0.52
14758,4743723806,342345,neutral,angry,-0.13,0.61
14759,9510529136,641379,neutral,calm,0.0,0.57
14760,8438791127,357288,calm,angry,0.03,0.16
14761,3751123836,418145,neutral,neutral,-0.07,0.72
14762,264360105,887241,neutral,frustrated,-0.14,0.5
14763,1589406703,537146,neutral,calm,-0.05,0.11
14764,9138260709,731717,neutral,calm,-0.25,0.14
14765,6285830699,388661,calm,frustrated,0.08,0.15
14766,2870376884,633922,calm,frustrated,0.02,0.55
14767,4169279335,305039,neutral,angry,-0.08,0.18
14768,6036896326,357288,neutral,frustrated,-0.11,0.16
14769,8757399327,938715,neutral,frustrated,-0.12,0.14
14770,830360922,852493,neutral,frustrated,-0.11,0.4
14771,1914550450,641379,neutral,calm,0.0,0.77
14772,1135337382,731717,calm,polite,0.07,0.2
14773,2319068441,792482,neutral,polite,0.24,0.53
14774,6515544137,418648,neutral,polite,0.09,0.14
14775,4357359329,496568,calm,frustrated,0.01,0.33
14776,9911966782,860774,neutral,frustrated,-0.05,0.49
14777,9476591431,887241,calm,calm,0.06,0.41
14778,3036976066,436160,neutral,angry,-0.05,0.13
14779,3325058186,213093,neutral,calm,-0.15,0.23
14780,8026486120,357288,calm,calm,0.24,0.39
14781,2073864408,537146,neutral,frustrated,0.0,0.19
14782,2021872778,633922,calm,polite,0.02,0.55
14783,8043794835,233571,neutral,calm,-0.15,0.6
14784,3250410570,181820,neutral,neutral,-0.09,0.33
14785,2389483744,633922,neutral,frustrated,-0.17,0.13
14786,4704504028,213093,neutral,polite,0.05,0.21
14787,9735147535,233571,calm,calm,0.24,0.32
14788,7012076353,519294,neutral,neutral,-0.16,0.21
14789,2572063078,910145,neutral,neutral,-0.14,0.38
14790,9913692445,544771,calm,calm,0.17,0.13
14791,5378367707,213093,neutral,polite,0.13,0.15
14792,230067902,519294,neutral,polite,0.1,0.21
14793,8229158858,544771,neutral,frustrated,0.0,0.74
14794,6126289141,213093,neutral,angry,0.0,0.16
14795,7020269,519294,neutral,angry,0.0,0.17
14796,6617312079,213093,neutral,angry,-0.02,0.25
14797,1099117628,910145,neutral,neutral,0.0,0.19
14798,7843127215,519294,neutral,frustrated,-0.09,0.04
14799,3152952496,544771,calm,angry,0.05,0.31
14800,9770393489,937806,neutral,angry,-0.19,0.04
14801,8604901365,213093,neutral,polite,0.04,0.18
14802,9431016349,519294,neutral,calm,-0.21,0.05
14803,356237330,213093,neutral,polite,0.02,0.19
14804,8897672563,519294,neutral,angry,-0.1,0.3
14805,5596053225,910145,neutral,neutral,-0.01,0.34
14806,4698710578,544771,calm,frustrated,0.14,0.42
14807,9088647305,860774,calm,polite,0.33,0.13
14808,2969604105,544771,neutral,calm,-0.1,0.54
14809,2313837294,860774,calm,neutral,0.03,0.43
14810,4570792733,305039,neutral,neutral,0.0,0.08
14811,687495885,937806,neutral,frustrated,0.0,0.25
14812,383086286,937806,neutral,calm,-0.06,0.44
14813,5361505132,305039,calm,angry,0.05,0.7
14814,2779922614,119952,calm,frustrated,0.08,0.42
14815,8319543175,519294,neutral,polite,0.01,0.17
14816,7324954789,213093,neutral,calm,-0.1,0.18
14817,3484941857,910145,neutral,polite,0.17,0.34
14818,4744716407,937806,calm,angry,0.13,0.15
14819,8362835856,860774,calm,angry,0.07,0.11
14820,503007014,119952,calm,frustrated,0.2,0.08
14821,7745834571,937806,calm,neutral,0.03,0.59
14822,9957362743,213093,neutral,neutral,-0.05,0.1
14823,1219204855,544771,neutral,neutral,0.0,0.05
14824,8858241071,860774,calm,polite,0.01,0.18
14825,2515842370,119952,neutral,frustrated,-0.02,0.16
14826,2052632472,860774,calm,angry,0.15,0.14
14827,5093755699,342345,calm,frustrated,0.05,0.19
14828,5818558251,860774,neutral,angry,-0.07,0.37
14829,9867152195,937806,neutral,calm,-0.07,0.12
14830,2873772746,641379,neutral,polite,0.12,0.6
14831,6173255294,119952,calm,neutral,0.35,0.38
14832,6417912158,937806,neutral,frustrated,-0.06,0.72
14833,7556261948,342345,neutral,frustrated,-0.22,0.23
14834,7101299182,119952,calm,calm,0.11,0.02
14835,2020394739,937806,calm,polite,0.11,0.21
14836,5744295332,357288,neutral,angry,-0.08,0.03
14837,3527619967,418145,neutral,polite,0.04,0.11
14838,7093087266,887241,calm,angry,0.01,0.01
14839,8006642571,119952,neutral,frustrated,-0.23,0.28
14840,5135155772,342345,neutral,calm,-0.21,0.35
14841,8283928297,887241,neutral,neutral,-0.19,0.22
14842,4118166267,641379,calm,polite,0.09,0.35
14843,386865420,342345,calm,polite,0.04,0.7
14844,6678701015,342345,neutral,polite,0.03,0.32
14845,8013475037,357288,neutral,angry,0.0,0.08
14846,7468172886,357288,neutral,polite,0.08,0.11
14847,9749960606,342345,neutral,neutral,-0.14,0.3
14848,7061565983,418145,neutral,angry,-0.02,0.31
14849,4420870643,537146,neutral,angry,-0.01,0.57
14850,8027169828,731717,neutral,frustrated,-0.01,0.43
14851,992525218,388661,neutral,neutral,-0.03,0.42
14852,6555124702,342345,calm,neutral,0.06,0.2
14853,3566959004,938715,neutral,neutral,-0.02,0.26
14854,905907495,792482,neutral,angry,-0.03,0.77
14855,2631998807,357288,neutral,angry,0.0,0.37
14856,6605787227,537146,calm,frustrated,0.12,0.91
14857,5761047329,731717,calm,frustrated,0.18,0.26
14858,853346068,418648,neutral,frustrated,-0.05,0.13
14859,1778229590,388661,calm,frustrated,0.03,0.09
14860,1980494850,731717,neutral,calm,0.0,0.04
14861,9072000193,418648,neutral,polite,0.02,0.54
14862,4595869382,731717,calm,neutral,0.03,0.25
14863,3669715383,388661,calm,angry,0.03,0.11
14864,2623865770,537146,frustrated,polite,0.42,0.09
14865,9263820722,887241,neutral,calm,0.0,0.24
14866,812369321,388661,neutral,angry,-0.2,0.35
14867,2195291733,418648,neutral,angry,-0.08,0.02
14868,8398561434,887241,calm,polite,0.18,0.18
14869,7260042647,887241,calm,calm,0.04,0.25
14870,9886684768,388661,calm,polite,0.12,0.03
14871,902708010,887241,neutral,calm,-0.17,0.07
14872,7554201979,731717,neutral,calm,-0.16,0.56
14873,237341655,388661,neutral,polite,0.08,0.35
14874,6347972566,887241,neutral,frustrated,0.0,0.32
14875,3883461346,537146,neutral,calm,0.0,0.33
14876,3285498718,938715,neutral,neutral,-0.05,0.34
14877,5418288159,887241,calm,neutral,0.07,0.1
14878,2478209616,537146,calm,frustrated,0.03,0.18
14879,561137015,731717,calm,calm,0.04,0.39
14880,1690835006,388661,calm,angry,0.03,0.33
14881,169196625,470164,neutral,polite,0.1,0.36
14882,7110424419,749671,neutral,calm,-0.02,0.53
14883,3430616291,418648,neutral,frustrated,-0.09,0.33
14884,6031450323,731717,neutral,polite,0.0,0.4
14885,1991942771,436160,neutral,angry,-0.1,0.16
14886,4424358405,792482,neutral,neutral,-0.05,0.05
14887,9552101022,308266,neutral,frustrated,-0.16,0.2
14888,9277523007,822981,calm,frustrated,0.04,0.12
14889,1016501424,414690,calm,calm,0.16,0.23
14890,3257470432,208992,calm,calm,0.16,0.15
14891,4910175218,963118,calm,neutral,0.02,0.15
14892,3658361025,519057,calm,neutral,0.06,0.63
14893,1080927929,158319,neutral,polite,0.07,0.67
14894,189084080,488324,calm,polite,0.03,0.13
14895,2086668053,721730,calm,neutral,0.02,0.4
14896,3483475976,817160,calm,polite,0.17,0.4
14897,6275803308,957331,neutral,neutral,-0.14,0.34
14898,4031020675,963118,neutral,angry,-0.02,0.34
14899,4059673566,488324,neutral,neutral,-0.2,0.34
14900,2780481136,964561,calm,angry,0.12,0.19
14901,2994869267,878048,angry,neutral,-0.58,0.41
14902,6408095708,878048,calm,calm,0.01,0.24
14903,4400791043,721730,calm,calm,0.07,0.05
14904,6123868731,817160,calm,polite,0.03,0.31
14905,6606933798,158319,calm,calm,0.13,0.02
14906,8146079179,721730,neutral,calm,-0.06,0.02
14907,1561459191,817160,neutral,frustrated,0.0,0.37
14908,862695639,519057,neutral,polite,0.25,0.05
14909,8998928262,158319,calm,polite,0.1,0.26
14910,7160094602,519057,neutral,frustrated,-0.04,0.61
14911,3940902773,158319,calm,neutral,0.08,0.81
14912,6129789011,963118,angry,neutral,-0.6,0.28
14913,1277678452,963118,frustrated,frustrated,-0.35,0.26
14914,5851863398,488324,neutral,calm,-0.04,0.16
14915,1486334553,721730,neutral,calm,-0.22,0.09
14916,5497770907,963118,neutral,angry,-0.02,0.52
14917,6953384089,721730,neutral,polite,0.05,0.21
14918,2206721130,817160,neutral,frustrated,-0.14,0.48
14919,8805744929,957331,neutral,calm,-0.02,0.2
14920,4894604781,964561,calm,frustrated,0.01,0.22
14921,1492759430,158319,neutral,neutral,-0.19,0.47
14922,7471902455,963118,neutral,calm,-0.01,0.41
14923,1515607034,158319,calm,frustrated,0.1,0.13
14924,511932573,158319,calm,calm,0.12,0.59
14925,2589095515,488324,calm,neutral,0.1,0.45
14926,6719366134,488324,neutral,neutral,-0.05,0.24
14927,4633108797,721730,calm,neutral,0.04,0.53
14928,1037369585,957331,neutral,neutral,-0.19,0.12
14929,5166611660,964561,neutral,neutral,-0.06,0.44
14930,3710605668,519057,neutral,angry,-0.05,0.27
14931,4793276078,158319,calm,frustrated,0.28,0.04
14932,4455818005,964561,neutral,neutral,-0.23,0.14
14933,8245761492,158319,neutral,calm,-0.14,0.14
14934,4999937874,158319,neutral,calm,-0.17,0.0
14935,7121684663,519057,neutral,neutral,-0.13,0.1
14936,7450862848,519057,neutral,polite,0.1,0.71
14937,5878507200,963118,neutral,polite,0.0,0.51
14938,8183613879,158319,neutral,frustrated,0.0,0.6
14939,8989316755,488324,neutral,frustrated,-0.11,0.45
14940,9143939389,721730,frustrated,frustrated,-0.28,0.01
14941,2491858579,963118,frustrated,calm,-0.28,0.53
14942,6180619225,817160,neutral,calm,-0.13,0.22
14943,4494738772,158319,calm,polite,0.02,0.49
14944,3581537631,721730,calm,calm,0.06,0.55
14945,417806365,957331,neutral,neutral,-0.05,0.14
14946,135224847,519057,neutral,angry,0.0,0.69
14947,6886399378,963118,neutral,calm,-0.04,0.08
14948,4065112306,964561,neutral,angry,0.0,0.33
14949,7174927548,963118,neutral,polite,0.08,0.22
14950,6498214819,963118,neutral,neutral,-0.03,0.23
14951,4015353498,158319,neutral,polite,0.08,0.42
14952,5388202839,488324,neutral,neutral,-0.06,0.26
14953,8398790655,721730,calm,polite,0.13,0.8
14954,7500738001,817160,calm,calm,0.04,0.19
14955,7847725478,519057,calm,angry,0.05,0.28
14956,9568603561,964561,neutral,frustrated,0.0,0.19
14957,425428666,878048,neutral,angry,-0.07,0.51
14958,6310077888,519057,neutral,calm,0.0,0.2
14959,7437697997,158319,neutral,neutral,-0.16,0.1
14960,1514277581,519057,calm,calm,0.04,0.43
14961,6991361207,158319,calm,angry,0.05,0.16
14962,8041903578,957331,calm,neutral,0.1,0.2
14963,8604681876,964561,neutral,neutral,0.0,0.12
14964,9763682322,488324,neutral,angry,-0.03,0.41
14965,9422494029,158319,neutral,neutral,0.0,0.0
14966,7495307504,519057,neutral,calm,0.0,0.02
14967,7353133658,519057,calm,neutral,0.07,0.39
14968,1142344629,158319,calm,polite,0.22,0.23
14969,4201339112,519057,frustrated,polite,0.35,0.05
14970,9192369828,519057,neutral,neutral,-0.07,0.33
14971,5655379570,488324,calm,neutral,0.02,0.72
14972,9045764188,963118,calm,calm,0.07,0.18
14973,7928463342,158319,neutral,polite,0.04,0.02
14974,3549458790,721730,neutral,frustrated,-0.16,0.03
14975,8764323118,963118,calm,frustrated,0.09,0.45
14976,1477211550,158319,neutral,polite,0.05,0.3
14977,6980026243,963118,calm,polite,0.01,0.24
14978,2285406798,519057,neutral,frustrated,-0.06,0.09
14979,3645436662,158319,neutral,frustrated,0.0,0.12
14980,5258710763,519057,calm,frustrated,0.15,0.36
14981,6762868234,963118,neutral,calm,-0.04,0.42
14982,1277548234,519057,neutral,calm,-0.14,0.22
14984,8236932013,963118,neutral,neutral,-0.19,0.6
14985,8994538189,519057,neutral,neutral,-0.19,0.13
14986,2264553855,519057,neutral,angry,-0.13,0.36
14987,122213763,957331,calm,frustrated,0.07,0.27
14988,3070454890,158319,neutral,angry,0.0,0.32
14989,9208966021,488324,neutral,frustrated,0.0,0.19
14990,3219040240,721730,neutral,neutral,0.0,0.26
14991,1818541070,519057,calm,polite,0.24,0.32
14992,4966309611,274746,calm,calm,0.22,0.19
14993,1053784437,964561,neutral,frustrated,-0.22,0.07
14994,373467544,828869,neutral,polite,0.05,0.63
14995,8365253181,758927,neutral,neutral,-0.16,0.6
14996,9033737502,524049,neutral,calm,-0.04,0.78
14997,3108032894,922729,frustrated,frustrated,-0.29,0.03
14998,3676666300,915618,neutral,frustrated,0.0,0.51
14999,4885063408,825827,neutral,frustrated,0.0,0.72
15000,7830034142,788537,neutral,neutral,-0.14,0.38
15001,3937557187,915618,calm,angry,0.19,0.32
15002,2459972758,922729,frustrated,calm,-0.3,0.74
15003,1321959092,915618,neutral,angry,-0.19,0.37
15004,1038059661,825827,frustrated,calm,-0.27,0.55
15005,1483232690,788537,calm,polite,0.09,0.5
15006,4245115374,274746,calm,neutral,0.01,0.31
15007,5983480905,828869,neutral,neutral,-0.16,0.53
15008,1110418478,524049,neutral,frustrated,0.0,0.0
15009,5494189689,524049,neutral,neutral,-0.04,0.17
15010,6754218129,758927,calm,angry,0.35,0.12
15011,2096751357,915618,neutral,frustrated,-0.08,0.3
15012,8544393568,758927,neutral,neutral,-0.25,0.2
15013,2420899033,758927,frustrated,neutral,-0.26,0.09
15014,4718001238,825827,neutral,calm,-0.07,0.27
15015,8651385099,788537,neutral,angry,0.0,0.13
15016,2478072511,758927,calm,neutral,0.12,0.5
15017,2190869433,274746,calm,frustrated,0.15,0.35
15018,4023443149,828869,neutral,angry,-0.18,0.38
15019,8500931981,274746,calm,angry,0.03,0.51
15020,177209577,922729,neutral,angry,-0.11,0.56
15021,5654688422,915618,neutral,polite,0.04,0.38
15022,6095579411,758927,neutral,polite,0.09,0.13
15023,5352936172,274746,neutral,neutral,-0.07,0.42
15024,8777105173,825827,neutral,frustrated,-0.19,0.13
15025,8985564815,274746,neutral,neutral,-0.02,0.09
15026,7979458864,524049,calm,frustrated,0.02,0.36
15027,855976079,825827,calm,neutral,0.03,0.32
15028,4813117797,828869,neutral,frustrated,0.0,0.1
15029,874373050,828869,neutral,calm,-0.01,0.62
15030,1093686097,274746,neutral,frustrated,-0.06,0.22
15031,724780356,274746,calm,polite,0.08,0.3
15032,1541709528,828869,neutral,neutral,-0.09,0.08
15033,6603715282,758927,neutral,angry,-0.05,0.13
15034,5519555111,828869,neutral,calm,0.0,0.37
15035,1889311940,758927,frustrated,frustrated,-0.27,0.36
15036,2229205580,828869,calm,calm,0.15,0.0
15037,713200743,828869,neutral,calm,-0.08,0.12
15038,4358025118,524049,neutral,angry,-0.25,0.13
15039,7950275795,922729,neutral,calm,-0.14,0.29
15040,5558651112,274746,calm,calm,0.18,0.62
15041,397885206,828869,neutral,polite,0.0,0.18
15042,8160598792,274746,neutral,frustrated,-0.08,0.32
15043,2865304223,828869,calm,neutral,0.06,0.34
15044,8762183255,524049,neutral,angry,-0.08,0.43
15045,1548682338,922729,neutral,angry,-0.07,0.54
15046,6731359298,915618,neutral,neutral,-0.19,0.23
15047,3754891750,825827,neutral,calm,-0.08,0.12
15048,5942953944,788537,calm,neutral,0.04,0.08
15049,8084198312,499403,calm,angry,0.1,0.05
15050,3387524326,131036,neutral,calm,-0.03,0.4
15051,5814555828,274746,calm,polite,0.15,0.0
15052,454028980,758927,neutral,calm,-0.17,0.08
15053,8670367169,289402,neutral,frustrated,0.0,0.47
15054,9750760584,825827,calm,neutral,0.01,0.13
15055,162865805,274746,frustrated,neutral,-0.35,0.09
15056,3921875621,828869,neutral,neutral,-0.12,0.23
15057,5828232187,524049,neutral,calm,-0.14,0.41
15058,9102674301,788537,neutral,neutral,-0.07,0.09
15059,8378382096,499403,calm,calm,0.03,0.69
15060,3908449078,828869,calm,calm,0.13,0.2
15061,3745626725,915618,calm,calm,0.04,0.49
15062,1456792245,131036,neutral,frustrated,-0.05,0.48
15063,8182626218,289402,neutral,angry,-0.19,0.65
15064,3551870739,814752,calm,calm,0.49,0.03
15065,2576003534,274746,neutral,calm,-0.02,0.34
15066,3396738062,825827,calm,angry,0.09,0.42
15067,3033033467,814752,neutral,frustrated,-0.05,0.37
15068,2735108868,462743,neutral,calm,-0.09,0.5
15069,3404517561,215457,neutral,frustrated,-0.05,0.45
15070,7043734558,436472,neutral,polite,0.0,0.24
15071,2434852294,922729,calm,neutral,0.14,0.29
15072,8215015448,828869,neutral,polite,0.12,0.17
15073,1607863010,758927,calm,neutral,0.05,0.37
15074,6805525589,915618,neutral,polite,0.11,0.34
15075,4073344027,814752,neutral,polite,0.04,0.06
15076,8155902782,274746,calm,angry,0.03,0.53
15077,5445911182,153460,calm,polite,0.12,0.1
15078,7937768052,607742,neutral,neutral,-0.01,0.44
15079,3145188026,758927,neutral,polite,0.04,0.2
15080,5970200604,788537,frustrated,neutral,-0.27,0.14
15081,7735718347,922729,calm,calm,0.05,0.19
15082,4103339607,814752,calm,calm,0.08,0.23
15083,626117744,436472,neutral,angry,-0.03,0.31
15084,5733163289,600666,frustrated,neutral,-0.33,0.62
15085,5797340376,828869,neutral,calm,-0.08,0.02
15086,2109434832,376343,neutral,polite,0.07,0.24
15087,4304220851,619806,neutral,neutral,-0.08,0.1
15088,2161203341,369972,neutral,neutral,-0.04,0.26
15089,9921357079,663804,calm,neutral,0.09,0.2
15090,4153372387,645129,neutral,frustrated,-0.11,0.07
15091,89248574,696673,neutral,polite,0.17,0.02
15092,56762590,788537,neutral,neutral,-0.25,0.1
15093,7078049082,524049,calm,angry,0.13,0.22
15094,6379188224,814752,neutral,polite,0.15,0.05
15095,3984359436,215457,neutral,neutral,-0.21,0.55
15096,8932507030,131036,calm,frustrated,0.06,0.23
15097,9240095440,788537,calm,angry,0.13,0.4
15098,4257995659,600666,neutral,angry,0.0,0.21
15099,2505631168,619806,calm,angry,0.08,0.07
15100,5626521448,696673,neutral,angry,-0.06,0.39
15101,1428891185,524049,calm,calm,0.13,0.22
15102,7233124456,814752,neutral,angry,-0.08,0.15
15103,904036754,436472,neutral,neutral,-0.06,0.66
15104,5110858987,524049,calm,neutral,0.03,0.33
15105,8014830868,131036,calm,calm,0.03,0.38
15106,7864092522,758927,neutral,frustrated,-0.15,0.26
15107,110796359,825827,calm,polite,0.07,0.24
15108,9815245706,828869,neutral,angry,-0.08,0.1
15109,2321021273,922729,calm,polite,0.09,0.1
15110,6505180535,788537,frustrated,angry,-0.32,0.25
15111,5441598862,153460,calm,frustrated,0.18,0.4
15112,1839691381,915618,neutral,neutral,0.0,0.07
15113,2096426970,825827,neutral,frustrated,-0.14,0.27
15114,3837731994,600666,neutral,polite,0.0,0.03
15115,8148487577,619806,neutral,calm,0.0,0.36
15116,1993915640,369972,neutral,angry,-0.13,0.04
15117,5237573701,758927,neutral,angry,0.0,0.44
15118,738948827,788537,calm,polite,0.17,0.21
15119,5818877130,600666,neutral,frustrated,-0.14,0.56
15120,9953799590,663804,neutral,neutral,-0.08,0.63
15121,6580276407,274746,calm,calm,0.02,0.06
15122,940483361,619806,neutral,neutral,-0.07,0.4
15123,60491822,645129,neutral,neutral,-0.02,0.32
15124,2420268532,499403,neutral,polite,0.0,0.11
15125,569203988,814752,neutral,polite,0.2,0.24
15126,328205246,524049,calm,polite,0.11,0.17
15127,1020990535,376343,calm,calm,0.33,0.4
15128,2161368343,369972,calm,calm,0.14,0.21
